title,location,price,area,no_rooms,interior,year
RoomSlotstraat,3062PPRotterdam(KralingenOost),€545permonth,25m²,1room,Upholstered,
ApartmentMeidoornweg,1171KEBadhoevedorp(BadhoevedorpAntoniushoeve),"€2,500permonth",92m²,4rooms,Upholstered,
ApartmentMeidoornweg,1171KDBadhoevedorp(BadhoevedorpAntoniushoeve),"€2,500permonth",92m²,4rooms,Upholstered,
ApartmentWal,5611GGEindhoven(Binnenstad),"€1,700permonth",64m²,2rooms,Furnished,
HouseMierloseweg,5707AEHelmond(West),"€1,800permonth",125m²,6rooms,Upholstered,
ApartmentBerkumhof,8021BAZwolle(Dieze-Centrum),€864permonth,90m²,3rooms,Shell,
ApartmentLangeHilleweg218A01,3073BXRotterdam(Bloemhof),"€1,295permonth",77m²,3rooms,Upholstered,
ApartmentBoulevardDeRuyter,4381KMVlissingen(OudeBinnenstad),"€1,550permonth",112m²,1room,Furnished,
ApartmentMerelstraat,3514CLUtrecht(Vogelenbuurt),"€1,150permonth",26m²,2rooms,Upholsteredorfurnished,
ApartmentWilhelminapark,3581NAUtrecht(Wilhelminaparkenomgeving),"€2,950permonth",107m²,3rooms,Furnished,
ApartmentBreestraat89C,2311CKLeiden(Pieterswijk),"€1,250permonth",48m²,2rooms,Upholstered,
ApartmentLuttickduin694,1187JPAmstelveen(Buitenplaatsenbuurt),"€2,650permonth",128m²,3rooms,Furnished,
ApartmentAngelsloërdijk,7824AGEmmen(Angelslo),€908permonth,75m²,2rooms,Upholsteredorfurnished,
ApartmentAlettaJacobsplantsoen126,2253RLVoorschoten(Noord-Hofland),€875permonth,37m²,1room,Upholstered,
RoomBlaarthemseweg,"5654NTEindhoven(Bennekel-West,Gagelbosch)",€675permonth,22m²,1room,Upholsteredorfurnished,
ApartmentVierwoudstedenmeer,3446JPWoerden(Waterrijk),"€1,595permonth",98m²,3rooms,Upholstered,
StudioLichtstraat,5611XGEindhoven(WitteDame),"€1,750permonth",70m²,1room,Furnished,
ApartmentKareldeGrotelaan,7415LWDeventer(Ludgeruskwartier),€925permonth,77m²,3rooms,Furnished,
ApartmentHerenlaan,5708ZSHelmond(DeVeste),"€1,375permonth",117m²,3rooms,Furnished,
HouseSchoolstraat15E,2202HCNoordwijk(KernZee),"€1,800permonth",120m²,5rooms,Upholstered,
HouseDonkerslootstraat,3074WERotterdam(Hillesluis),"€1,995permonth",143m²,5rooms,Upholstered,
ApartmentDuinweg71*,2585JVDenHaag(VanStolkparkenScheveningseBosjes),"€10,000permonth",384m²,5rooms,Furnished,
ApartmentVedelring,4876ELEtten-Leur(GrauwePolder3),€550permonth,20m²,1room,Upholstered,
HouseMaartenLutherweg264,1185AXAmstelveen(Augustinuspark),"€2,500permonth",115m²,4rooms,Furnished,
ApartmentStatensingel,6211PPMaastricht(Statenkwartier),"€1,350permonth",70m²,3rooms,Furnished,
ApartmentGlazeniersdreef,6216NVMaastricht(Belfort),"€1,070permonth",70m²,3rooms,Upholstered,
HouseFoarwei,9294KCOudwoude(Oudwoude),€995permonth,120m²,3rooms,Furnished,
HouseVanDuivenvoordelaan,2241STWassenaar(Zijlwateringenhaven),"€3,550permonth",237m²,5rooms,Upholstered,
StudioZegveldstraat,2546EADenHaag(Leyenburg),"€1,125permonth",75m²,3rooms,Upholstered,
ApartmentTwickelstraat,2241XEWassenaar(GrootDeijleroordenTerWeer),"€1,350permonth",60m²,2rooms,Furnished,
HouseSoerlaan18,1185JJAmstelveen(Kastanjebuurt),"€3,500permonth",165m²,5rooms,Upholstered,
StudioGoirkestraat8111,5046GETilburg(PastorieklampWest),€660permonth,24m²,1room,Upholstered,
ApartmentMeteoorstraat,9742EJGroningen(Paddepoel-Noord),"€1,495permonth",70m²,3rooms,Furnished,
ApartmentNieuwstraat,5504EAVeldhoven(Veldhoven),"€1,495permonth",120m²,4rooms,Upholstered,
ApartmentSchiedamsesingel,3012BBRotterdam(Cool),"€1,095permonth",42m²,2rooms,Upholstered,
ApartmentVollenhoveschans,1324HWAlmere(Stedenwijk),"€1,450permonth",58m²,3rooms,Upholstered,
ApartmentHemingwayplaats,3068WLRotterdam(Ommoord),"€1,595permonth",85m²,4rooms,Furnished,
ApartmentE.G.Balchstraat10,9728WBGroningen(HoornseMeer),"€1,300permonth",86m²,3rooms,Upholstered,
ApartmentMathenesserweg,3026HCRotterdam(Spangen),"€1,495permonth",117m²,4rooms,Upholstered,
HouseBurgemeesterJhr.QuarlesvanUffordlaan,7321ZGApeldoorn(Welgelegen),"€1,425permonth",140m²,6rooms,Shell,
ApartmentSintNicolaasstraat2B,1012NKAmsterdam(Burgwallen-NieuweZijde),"€2,500permonth",100m²,4rooms,Upholstered,
ApartmentSprinklerstraat,1019VRAmsterdam(IndischeBuurtOost),"€2,500permonth",94m²,3rooms,Furnished,
StudioSchouwburgring,5038TMTilburg(SintAnnaNoord),€695permonth,28m²,2rooms,Upholstered,
HouseDokterBärstraat,6041MRRoermond(Voorstad),"€1,850permonth",116m²,4rooms,Furnished,
HouseBloemgracht172,1015TVAmsterdam(Jordaan),"€6,000permonth",202m²,8rooms,Upholstered,
ApartmentKalverhekkenweg,8261VAKampen(BinnenstadKampen),€750permonth,48m²,2rooms,Furnished,
HouseEest27,6681GVBemmel(Bemmel),"€1,100permonth",111m²,4rooms,,1988
HouseTinnegieter6,5345PMOss(Amsteleind),"€1,550permonth",128m²,5rooms,Furnished,
ApartmentRottumeroog62,2134ZRHoofddorp(HoofddorpFloriandeWest),"€1,395permonth",60m²,2rooms,Furnished,
ApartmentBoompjes,3011XBRotterdam(Stadsdriehoek),"€1,890permonth",96m²,3rooms,,2021
ApartmentHelmersstraat39,3071ADRotterdam(KopvanZuid-Entrepot),"€1,950permonth",125m²,3rooms,Furnished,
ApartmentHoofdweg,1058BCAmsterdam(WestindischeBuurt),"€3,000permonth",155m²,6rooms,Upholstered,
ApartmentBarrierweg227,5622CNEindhoven(Kronehoef),"€1,895permonth",135m²,5rooms,Furnished,
ApartmentKoningstraat,6811DEArnhem(Markt),"€1,150permonth",34m²,1room,Furnished,
HouseZonnenbergstraat,7384DLWilp(VerspreidehuizenTwello-Zuid),"€1,025permonth",85m²,4rooms,Upholstered,
HouseWintereik,5682HMBest(Salderes),"€1,950permonth",119m²,6rooms,Upholstered,
ApartmentKarelDoormanlaan,"3572NAUtrecht(Huizingalaan,K.Doormanlaanenomgeving)","€1,750permonth",100m²,3rooms,Furnished,
ApartmentWeimarstraat,2562HVDenHaag(Valkenboskwartier),€930permonth,35m²,1room,Upholstered,
ApartmentMajoraan,5061WEOisterwijk(omgPannenschuur),"€1,175permonth",66m²,3rooms,Upholstered,
ApartmentPieterCalandlaan,1069SCAmsterdam(Osdorp-Midden),"€1,750permonth",90m²,3rooms,Furnished,
Apartment2eSpechtstraat,3514TWUtrecht(Vogelenbuurt),"€1,625permonth",110m²,3rooms,Upholstered,
ApartmentRustenburgerstraat146A22,1073GJAmsterdam(NieuwePijp),"€2,150permonth",55m²,3rooms,Furnished,
ApartmentGroenvanPrinstererstraat,1051EHAmsterdam(Staatsliedenbuurt),"€2,400permonth",73m²,3rooms,Furnished,
ApartmentAdriaanvanBergenstraat,3554VEUtrecht(Schaakbuurtenomgeving),"€1,600permonth",81m²,3rooms,Upholstered,
ApartmentGustavVasaborg58,3124THSchiedam(Sveaborgen-Dal),"€2,250permonth",182m²,4rooms,Upholstered,
ApartmentOudeVismarkt,8011TAZwolle(Binnenstad-Zuid),"€1,050permonth",80m²,2rooms,,1980
HouseVurehout,1507ECZaandam(Westerspoor),"€2,495permonth",103m²,5rooms,Upholsteredorfurnished,
HouseDeMorinel,8251HZDronten(DeOeverloperwijk),"€1,550permonth",125m²,5rooms,Upholstered,
ApartmentRooseveltstraat,2321BMLeiden(Haagweg-Zuid),"€1,550permonth",65m²,2rooms,Upholstered,
ApartmentGeldropseweg,5611SJEindhoven(Rochusbuurt),"€1,520permonth",50m²,2rooms,Furnished,
HousePresidentRooseveltlaan,6224CMMaastricht(Wittevrouwenveld),"€3,000permonth",211m²,7rooms,Upholstered,
HouseJohannesVermeerstraat,3314HSDordrecht(Rembrandtlaanenomgeving),"€1,650permonth",130m²,5rooms,,2020
ApartmentArthurvanSchendelplein2,2624CMDelft(Voorhof-Hoogbouw),"€1,075permonth",94m²,4rooms,,1969
ApartmentNoordeinde,2311CELeiden(Academiewijk),"€1,575permonth",83m²,2rooms,Upholstered,
ApartmentKorteOuderkerkerdijk1W2,1096ACAmsterdam(Omval/Overamstel),"€9,950permonth",196m²,4rooms,Upholstered,
ApartmentDusartstraat,1072HVAmsterdam(NieuwePijp),"€2,500permonth",75m²,3rooms,Upholstered,
ApartmentRheastraat24,1076DSAmsterdam(Stadionbuurt),"€2,750permonth",125m²,3rooms,Furnished,
ApartmentFransBekkerstraat,3082TTRotterdam(OudCharlois),"€1,095permonth",50m²,2rooms,Upholstered,
ApartmentVoorstraat,2225ERKatwijk(Centrum),"€2,250permonth",180m²,5rooms,Furnished,
ApartmentTolstraat421,1073SCAmsterdam(ZuidPijp),"€1,850permonth",45m²,2rooms,Furnished,
ApartmentMeander385,1181WNAmstelveen(Stadshart),"€2,250permonth",92m²,4rooms,Furnished,
ApartmentGillisvanLedenberchstraat,1052VGAmsterdam(FrederikHendrikbuurt),"€1,850permonth",76m²,3rooms,Furnished,
HouseSparrenlaan,3971PVDriebergen-Rijsenburg(Driebergen-Noordwest),"€3,000permonth",160m²,6rooms,Furnished,
HouseSchoolstraat15E,2202HCNoordwijk(KernZee),"€1,800permonth",120m²,5rooms,Upholstered,
HouseDonkerslootstraat,3074WERotterdam(Hillesluis),"€1,995permonth",143m²,5rooms,Upholstered,
ApartmentVincentvandenHeuvellaan,5612MZEindhoven(WoenselseWatermolen),"€1,725permonth",57m²,2rooms,Upholstered,
ApartmentVincentvandenHeuvellaan,5612MZEindhoven(WoenselseWatermolen),"€2,425permonth",87m²,3rooms,Upholstered,
ApartmentHebeKohlbruggeweg,3527MDUtrecht(Transwijk-Noord),"€1,500permonth",67m²,2rooms,Upholstered,
ApartmentParkweg,2585JGDenHaag(VanStolkparkenScheveningseBosjes),"€2,350permonth",95m²,3rooms,Upholsteredorfurnished,
HouseTrezoriersdreef,2542KPDenHaag(DrevenenGaarden),"€1,950permonth",165m²,5rooms,Upholstered,
ApartmentSintJanskruidlaan288,1187EDAmstelveen(Kruidenbuurt),"€1,650permonth",54m²,2rooms,Upholstered,
ApartmentBanstraat55II,1071JXAmsterdam(Museumkwartier),"€2,100permonth",75m²,2rooms,Upholsteredorfurnished,
ApartmentLagestraat,4891CDRijsbergen(Rijsbergen),"€1,250permonth",87m²,3rooms,Upholstered,
ApartmentFrederikHendrikstraat131,3583VKUtrecht(Wilhelminaparkenomgeving),"€2,600permonth",110m²,4rooms,Upholstered,
ApartmentAnnavanBuerenplein,2595DDDenHaag(Rivierenbuurt-Noord),"€3,707permonth",102m²,3rooms,Furnished,
ApartmentLouiseHenriëttestraat,2595TNDenHaag(Bezuidenhout-Midden),"€3,675permonth",133m²,4rooms,Furnished,
ApartmentBurmanlaan,2241JGWassenaar(GrootDeijleroordenTerWeer),"€1,750permonth",95m²,4rooms,Furnished,
HouseDuivenbosweg2,5825HROverloon(VerspreidehuizenWesterbeek),€750permonth,35m²,2rooms,Upholsteredorfurnished,
HouseZilkerduinweg,2191ALDeZilk(DeZilk),"€1,325permonth",120m²,5rooms,Upholstered,
ApartmentGruttersveld77,7031DEWehl(Wehl-Centrum),€410permonth,23m²,1room,Shell,
ApartmentOudezijdsAchterburgwal145I,1012DGAmsterdam(Burgwallen-OudeZijde),"€1,975permonth",50m²,2rooms,Upholsteredorfurnished,
ApartmentStopperknoop,1319GKAlmere(Noorderplassen),"€1,850permonth",152m²,2rooms,Furnished,
ApartmentOudeAmersfoortseweg77A,1213ACHilversum(Schilderskwartier),"€1,750permonth",75m²,2rooms,Upholsteredorfurnished,
ApartmentNDSM-pier,1033REAmsterdam(NoordelijkeIJ-oeversWest),"€1,740permonth",65m²,4rooms,Upholstered,
ApartmentNDSM-pier,1033REAmsterdam(NoordelijkeIJ-oeversWest),"€2,450permonth",110m²,4rooms,Upholstered,
ApartmentNDSM-pier,1033REAmsterdam(NoordelijkeIJ-oeversWest),"€3,400permonth",129m²,4rooms,Upholstered,
HouseH.Stolleplantsoen,1022KKAmsterdam(Elzenhagen),"€2,650permonth",185m²,7rooms,Upholstered,
ApartmentDs.Offerhausweg,9264THEarnewâld(Earnewâld),€975permonth,80m²,2rooms,Furnished,
ApartmentDoormanstraat31Z4,7731BNOmmen(KernOmmen-Zeeheldenbuurt-Lodderholt),€547permonth,47m²,2rooms,Shell,
ApartmentNicolaasZasstraat,3033TCRotterdam(Provenierswijk),"€1,350permonth",80m²,3rooms,Upholstered,
ApartmentHugodeVriesstraat,3132TGVlaardingen(LageWeide),"€1,200permonth",67m²,2rooms,Upholstered,
ApartmentHeiligeGeeststraat,6041GBRoermond(Binnenstad),"€1,175permonth",90m²,3rooms,Furnished,
ApartmentNieuweBlekerstraat,9718EDGroningen(Schildersbuurt),"€1,100permonth",44m²,3rooms,Upholstered,
ApartmentKeizersgracht633A,1017DSAmsterdam(Grachtengordel-Zuid),"€3,400permonth",54m²,2rooms,Upholstered,
ApartmentCloekplein,6826KVArnhem(Winkelcentrum),€985permonth,81m²,4rooms,,
ApartmentBarrierweg227,5622CNEindhoven(Kronehoef),"€1,895permonth",135m²,5rooms,Furnished,
ApartmentGroteBickersstraat23H,1013KNAmsterdam(Haarlemmerbuurt),"€2,000permonth",62m²,2rooms,Furnished,
ApartmentWal,5611GGEindhoven(Binnenstad),"€1,700permonth",52m²,2rooms,Furnished,
ApartmentHerenstraat4D,1015CAAmsterdam(Grachtengordel-West),"€1,995permonth",55m²,2rooms,Furnished,
ApartmentKerkstraat28a,6931DTWestervoort(Westervoort),"€1,100permonth",60m²,3rooms,Upholstered,
ApartmentAbrahamKuyperlaan,9722PEGroningen(Coendersborg),€935permonth,80m²,4rooms,Upholstered,
ApartmentGroeninxstraat,3039TDRotterdam(Blijdorp),"€1,200permonth",95m²,3rooms,Upholstered,
ApartmentKipstraat217,3011ZXRotterdam(Stadsdriehoek),"€1,250permonth",82m²,3rooms,,1985
ApartmentGroeneHilledijk400A,3075EDRotterdam(Vreewijk),"€1,450permonth",100m²,4rooms,Upholstered,
ApartmentBurgemeesterVanHaarenlaan,3117GASchiedam(Schildersbuurt),"€1,350permonth",76m²,4rooms,Upholstered,
ApartmentRobijnstraat8108,7314JAApeldoorn(Sprengenbos),€486permonth,23m²,1room,,2016
ApartmentMarkt201,7551CHHengelo(Binnenstad-Centrum),€687permonth,36m²,1room,,2018
ApartmentHerengracht449B,1017BRAmsterdam(Grachtengordel-Zuid),"€3,850permonth",200m²,5rooms,Upholstered,
ApartmentDorpsweg,3082LARotterdam(OudCharlois),"€1,350permonth",68m²,3rooms,Upholstered,
ApartmentMgr.VandeWeteringstraat,1211GHHilversum(Centrum),"€1,050permonth",60m²,3rooms,Upholstered,
House1eWeerdsweg,7412WRDeventer(Zandweerd-Zuid),"€1,095permonth",95m²,4rooms,Upholstered,
ApartmentAzaleastraat,2565CEDenHaag(Bloemenbuurt-Oost),"€1,575permonth",130m²,4rooms,Upholstered,
ApartmentJulianalaan,2628BHDelft(Wippolder-Noord),"€1,850permonth",87m²,4rooms,Upholstered,
ApartmentMargrietstraat14B,3051TWRotterdam(HillegersbergZuid),"€1,300permonth",70m²,2rooms,Upholstered,
ApartmentVincentvandenHeuvellaan,5612MZEindhoven(WoenselseWatermolen),"€2,750permonth",100m²,3rooms,Upholstered,
ApartmentKerkweg,5504BLVeldhoven(Veldhoven),"€1,450permonth",50m²,2rooms,Furnished,
ApartmentGangboord,4941RERaamsdonksveer(Raamsdonksveer),"€1,150permonth",66m²,3rooms,Upholstered,
StudioMarksingel,4811NVBreda(Boeimeer),€610permonth,35m²,1room,Upholstered,
ApartmentOssenmarkt,8011MSZwolle(Binnenstad-Zuid),€725permonth,50m²,3rooms,Shell,
ApartmentAlexanderkade,1018ZCAmsterdam(OostelijkeEilanden/Kadijken),"€2,500permonth",102m²,5rooms,Furnished,
ApartmentDouzastraat,2581RZDenHaag(Geuzenkwartier),"€1,245permonth",80m²,3rooms,Upholstered,
ApartmentJohannesVerhulststraat1573,1075GWAmsterdam(Willemspark),"€5,500permonth",168m²,4rooms,Furnished,
ApartmentBlasiusstraat,1091CRAmsterdam(Weesperzijde),"€2,400permonth",66m²,3rooms,Furnished,
ApartmentStatenweg,3039HKRotterdam(Blijdorp),"€1,400permonth",116m²,4rooms,Shell,
ApartmentM.K.Gandhiplein,9728TGGroningen(HoornseMeer),"€1,475permonth",95m²,3rooms,Furnished,
RoomWorp,7419ACDeventer(DeHoven),€491permonth,22m²,2rooms,Upholstered,
ApartmentKleineBleekstraat,5611VDEindhoven(Irisbuurt),"€1,250permonth",75m²,3rooms,,
ApartmentHoofdweg,1058BCAmsterdam(WestindischeBuurt),"€3,000permonth",155m²,6rooms,Upholstered,
ApartmentBarrierweg227,5622CNEindhoven(Kronehoef),"€1,895permonth",135m²,5rooms,Furnished,
ApartmentHofdeVolharding,8011WEZwolle(Noordereiland),€995permonth,47m²,2rooms,Upholstered,
ApartmentRosmolenstraat,6131HXSittard(Sittard-Centrum),€625permonth,27m²,1room,Upholstered,
ApartmentMolenvlietbrink1,3448HTWoerden(Molenvliet-Oost),€875permonth,58m²,3rooms,Shell,
ApartmentdePollenbrink119,6681JABemmel(Bemmel),€800permonth,65m²,3rooms,,1984
HouseEllaFitzgeraldstraat15,6836DPArnhem(Rijkerswoerd-West),€945permonth,78m²,3rooms,,1990
ApartmentOudedijk,3061AERotterdam(KralingenWest),"€1,150permonth",60m²,2rooms,Shell,
HouseOoievaarlaan14,2106DCHeemstede(Dichters-enVogelbuurt),"€3,885permonth",165m²,7rooms,Upholstered,
RoomOostmaaslaan,3063APRotterdam(Struisenburg),€900permonth,20m²,1room,Upholsteredorfurnished,
ApartmentSmalleHaven,5611EHEindhoven(Binnenstad),"€3,250permonth",136m²,3rooms,Furnished,
ApartmentLageHoek,1689CPZwaag(BangertenOosterpolder-Buurt3503),"€1,150permonth",58m²,2rooms,Upholstered,
ApartmentNovaZemblastraat,1013RJAmsterdam(Spaarndammer-enZeeheldenbuurt),"€1,950permonth",60m²,2rooms,Furnished,
ApartmentSingel,9934BXDelfzijl(Centrum-Delfzijl),€763permonth,66m²,2rooms,Upholstered,
ApartmentJennerstraat,1097GBAmsterdam(Frankendael),"€2,300permonth",108m²,6rooms,,1960-1970
ApartmentWattbaan,3439MLNieuwegein(Rijnhuizen),"€1,620permonth",85m²,4rooms,Furnished,
StudioSaftlevenstraat,3015BKRotterdam(OudeWesten),€743permonth,30m²,1room,Upholstered,
ApartmentPastoorOssestraat,7554SWHengelo(Beckumkern),€725permonth,46m²,2rooms,Furnished,
HouseBargereed,8851RBTzummarum(TzummarumZuid),€900permonth,70m²,4rooms,Furnished,
ApartmentBerkenlaan,3828BSHoogland(Langenoord),€995permonth,69m²,2rooms,Upholstered,
ApartmentNieuweroord,2333VALeiden(Vogelwijk),"€1,560permonth",59m²,2rooms,Upholstered,
ApartmentConvivastraat,2522XJDenHaag(Laakkwartier-Oost),"€1,300permonth",72m²,3rooms,,1929
StudioWierdensestraat,7607GGAlmelo(BinnenstadNoord),€720permonth,30m²,1room,Furnished,
ApartmentCoornhertstraat,2531VCDenHaag(Moerwijk-Noord),"€1,700permonth",95m²,4rooms,Upholstered,
ApartmentStroomzijde78,1261ZWBlaricum(Blaricummermeent),"€1,549permonth",126m²,3rooms,Upholstered,
HouseDeWitteRaaflaan,2204BKNoordwijk(BuitengebiedNoordwijkNoord),"€1,995permonth",110m²,4rooms,Furnished,
HouseNieuwePlantage,2611XVDelft(Centrum-Noord),"€2,975permonth",235m²,6rooms,Upholstered,
ApartmentKraneweg,9718JCGroningen(Schildersbuurt),"€1,595permonth",52m²,2rooms,Furnished,
ApartmentKoninginJulianalaan48,2224EXKatwijk(Koestal),"€1,250permonth",85m²,2rooms,Furnished,
HouseNoorderbuurt,1271XKHuizen(DeNoord),"€3,450permonth",117m²,5rooms,Upholstered,
ApartmentEikenlaan,1406PLBussum(Spiegelzicht),€995permonth,60m²,2rooms,Furnished,
ApartmentJonkerbos218,2715SXZoetermeer(Meerzicht-Oost),"€1,195permonth",78m²,3rooms,,1972
HouseDonkerslootstraat,3074WERotterdam(Hillesluis),"€1,995permonth",143m²,5rooms,Upholstered,
ApartmentPelsRijckenstraat,6814DKArnhem(Burgemeesterswijk),"€1,300permonth",85m²,2rooms,Upholstered,
ApartmentPallashof,6446SKBrunssum(Treebeek-Zuid),"€1,200permonth",67m²,3rooms,Furnished,
ApartmentWal,5611GGEindhoven(Bergen),"€1,700permonth",55m²,2rooms,Furnished,
ApartmentVolderhof,5611AKEindhoven(Binnenstad),"€1,400permonth",65m²,3rooms,Furnished,
ApartmentJacobvanLennepkade,1054ZTAmsterdam(OvertoomseSluis),"€2,075permonth",65m²,2rooms,Furnished,
HouseVermeerstraat5,2923ASKrimpenaandenIJssel(Kortland-Zuid),€935permonth,78m²,4rooms,Shell,
ApartmentLauriergracht142A,1016RTAmsterdam(Jordaan),"€2,450permonth",53m²,2rooms,Furnished,
ApartmentQuellijnstraat,1072XWAmsterdam(OudePijp),"€1,600permonth",39m²,2rooms,Shell,
ApartmentStadhoudersplein,3038EARotterdam(Bergpolder),"€1,395permonth",76m²,4rooms,Upholstered,
ApartmentNieuweKruisstraat24ARd,2011RPHaarlem(Bakenes),"€2,150permonth",84m²,3rooms,Upholsteredorfurnished,
ApartmentWal,5611GGEindhoven(Binnenstad),"€1,850permonth",99m²,3rooms,Furnished,
ApartmentVolderhof,5611AKEindhoven(Binnenstad),"€1,450permonth",65m²,3rooms,Furnished,
HouseHuisMillen,6136KJSittard(IndustrieterreinNoord),"€1,975permonth",250m²,6rooms,Upholstered,
ApartmentVleutenseweg,3532HLUtrecht(Lombok-Oost),"€1,650permonth",47m²,2rooms,Furnished,
ApartmentSiersteenlaan,9743ESGroningen(Vinkhuizen-Zuid),"€1,350permonth",106m²,3rooms,Upholstered,
ApartmentStarNumanstraat,9714JNGroningen(Professorenbuurt),"€1,250permonth",76m²,3rooms,Upholstered,
ApartmentReguliersdwarsstraat100C,1017BNAmsterdam(Grachtengordel-Zuid),"€3,250permonth",104m²,3rooms,Upholstered,
ApartmentReguliersdwarsstraat98F,1017BNAmsterdam(Grachtengordel-Zuid),"€2,750permonth",85m²,3rooms,Upholstered,
ApartmentReguliersdwarsstraat98D,1017BNAmsterdam(Grachtengordel-Zuid),"€2,950permonth",91m²,3rooms,Upholstered,
ApartmentReguliersdwarsstraat100E,1017BNAmsterdam(Grachtengordel-Zuid),"€2,150permonth",65m²,3rooms,Upholstered,
ApartmentReguliersdwarsstraat100D,1017BNAmsterdam(Grachtengordel-Zuid),"€3,100permonth",97m²,3rooms,Upholstered,
ApartmentReguliersdwarsstraat100F,1017BNAmsterdam(Grachtengordel-Zuid),"€2,150permonth",66m²,3rooms,,Before1906
ApartmentReguliersdwarsstraat98E,1017BNAmsterdam(Grachtengordel-Zuid),"€2,750permonth",85m²,3rooms,Upholstered,
ApartmentReguliersdwarsstraat98C,1017BNAmsterdam(Grachtengordel-Zuid),"€2,950permonth",92m²,3rooms,Upholstered,
ApartmentReguliersdwarsstraat98B,1017BNAmsterdam(Grachtengordel-Zuid),"€2,950permonth",92m²,3rooms,Upholstered,
ApartmentReguliersdwarsstraat98A,1017BNAmsterdam(Grachtengordel-Zuid),"€2,950permonth",92m²,3rooms,Upholstered,
ApartmentBergseDorpsstraat116C,3054GGRotterdam(HillegersbergNoord),"€1,395permonth",55m²,2rooms,,Before1906
ApartmentPlantageMiddenlaan,1018DEAmsterdam(Weesperbuurt/Plantage),"€3,000permonth",147m²,3rooms,Upholsteredorfurnished,
HouseDeWitteRaaflaan,2204BKNoordwijk(BuitengebiedNoordwijkNoord),"€1,855permonth",125m²,4rooms,,
RoomTongerseweg,6214BDMaastricht(Mariaberg),€525permonth,17m²,1room,Upholstered,
HouseZuylesteinstraat21,1333XZAlmere(Landgoederenbuurt),"€1,650permonth",93m²,5rooms,Furnished,
HouseSchoolstraat15E,2202HCNoordwijk(KernZee),"€1,800permonth",120m²,5rooms,Upholstered,
HouseDonkerslootstraat,3074WERotterdam(Hillesluis),"€1,995permonth",143m²,5rooms,Upholstered,
ApartmentHooikade51,2514BKDenHaag(Voorhout),"€2,450permonth",140m²,6rooms,Furnished,
StudioOliviervanNoortstraat21,5021SLTilburg(Zeeheldenbuurt),€465permonth,18m²,1room,Shell,
RoomAkerstraat113.3,6221CLMaastricht(Wyck),€550permonth,19m²,1room,Upholstered,
HousedeBiestermannen,5591NHHeeze(Heeze),"€1,500permonth",117m²,5rooms,Upholstered,
HouseVanEmbdenruimte,2728MSZoetermeer(Noordhove-Oost),"€1,545permonth",117m²,5rooms,Furnished,
HouseDeDeel,3871RPHoevelaken(Hoevelaken-Hogenbrink),"€2,150permonth",158m²,6rooms,Upholstered,
HouseWijdeDoelen,3512XNUtrecht(LangeNieuwstraatenomgeving),"€1,495permonth",84m²,3rooms,Upholstered,
ApartmentVanHogendorpstraat,1051BTAmsterdam(Staatsliedenbuurt),"€1,975permonth",45m²,3rooms,,
ApartmentDeSavorninLohmanlaan25,2566AGDenHaag(BosjesvanPex),"€1,995permonth",127m²,5rooms,Upholsteredorfurnished,
ApartmentVanHogendorpstraat,1051BTAmsterdam(Staatsliedenbuurt),"€1,925permonth",45m²,3rooms,Upholstered,
HouseOrangerie,7609ZHAlmelo(Nijrees),"€1,350permonth",97m²,4rooms,Upholstered,
ApartmentTuinen,8911KBLeeuwarden(Hoek),€800permonth,60m²,2rooms,Upholstered,
ApartmentStatenweg,3039HJRotterdam(Blijdorp),"€1,050permonth",50m²,2rooms,Furnished,
ApartmentQuintusweg,9751VWHarenGn(Haren-Zuidoost),€885permonth,75m²,3rooms,Upholstered,
ApartmentHoogMaanen,6717HZEde(Reehorst),"€1,325permonth",73m²,3rooms,,2004
ApartmentWillemFrederikHermansstraat33,1011DGAmsterdam(Nieuwmarkt/Lastage),"€2,350permonth",86m²,3rooms,Furnished,
HouseLohengrinstraat,2555WLDenHaag(Componistenbuurt),"€2,500permonth",153m²,7rooms,Upholstered,
ApartmentWillemstraat89,2514HLDenHaag(Voorhout),"€2,000permonth",80m²,3rooms,Furnished,
ApartmentKapelstraat109,5401EHUden(Centrum),€900permonth,90m²,3rooms,Shell,
ApartmentEssenburgsingel,3022EMRotterdam(NieuweWesten),"€1,050permonth",32m²,2rooms,Furnished,
ApartmentKoningstraat21A2,6811DGArnhem(Markt),"€1,250permonth",82m²,4rooms,Upholstered,
ApartmentMerweplein,3432GNNieuwegein(Merwestein),"€1,450permonth",57m²,2rooms,Furnished,
HouseOosterlaan,8072CBNunspeet(Nunspeet-Oost),"€1,500permonth",120m²,4rooms,Furnished,
ApartmentGraafHendrikIIIlaan,4819CCBreda(Boeimeer),"€1,200permonth",88m²,4rooms,Upholstered,
ApartmentNieuwePlein,6811KRArnhem(Stationsplein),€675permonth,22m²,1room,Upholstered,
ApartmentFagelstraat943,1052GJAmsterdam(FrederikHendrikbuurt),"€2,500permonth",92m²,3rooms,Furnished,
ApartmentNieuwePlein,6811KRArnhem(Stationsplein),€675permonth,24m²,1room,Upholstered,
ApartmentVierambachtsstraat,3022ABRotterdam(NieuweWesten),"€1,225permonth",57m²,2rooms,Upholstered,
ApartmentBaltimoreplein,1334KAAlmere(CentrumAlmereBuiten),"€1,355permonth",95m²,3rooms,,2011
HouseFalstaff,5629NKEindhoven(Blixembosch-Oost),"€1,900permonth",148m²,6rooms,Upholstered,
